1	0	12288
1	1	65536
1	2	4096
1	3	8192
1	4	4096
1	5	16384
2	6	65536
2	7	4096
2	8	40960
2	9	12288
2	10	4096
2	11	28672
2	12	4096
2	13	40960
2	14	4096
2	15	20480
2	16	4096
2	17	20480
2	18	4096
2	19	4096
2	20	4096
2	21	4096
2	22	20480
2	23	4096
2	24	20480
2	25	4096
2	26	8192
2	27	4096
2	28	20480
2	29	4096
2	30	20480
2	31	4096
2	32	12288
2	33	8192
2	34	4096
2	35	8192
2	36	4096
2	37	20480
2	38	4096
2	39	16384
2	40	4096
2	41	4096
2	42	8192
2	43	4096
2	44	20480
2	45	4096
2	46	8192
2	46	8192
2	47	8192
2	47	8192
2	48	8192
2	49	8192
2	50	8192
2	50	8192
2	51	8192
2	52	8192
2	52	8192
2	53	8192
2	54	8192
2	55	8192
2	55	8192
2	56	8192
2	57	8192
2	57	8192
2	58	8192
2	59	4096
2	60	8192
2	61	4096
2	62	4096
2	63	4096
4	64	4096
4	65	4096
4	66	4096
4	67	4096
4	68	4096
4	69	4096
4	70	4096
4	71	4096
4	72	4096
4	73	4096
4	74	4096
4	75	8192
4	76	4096
4	77	4096
4	78	4096
4	79	4096
4	80	4096
4	81	4096
4	82	4096
4	83	4096
4	84	4096
4	85	4096
4	86	4096
4	87	4096
4	88	4096
4	89	4096
4	90	8192
4	91	4096
4	92	4096
4	93	8192
4	94	4096
4	95	4096
4	96	4096
4	97	4096
4	98	4096
4	99	8192
4	100	4096
4	101	4096
4	102	8192
4	103	4096
4	104	8192
4	105	4096
4	106	102400
4	107	4096
4	108	4096
4	109	4096
4	110	4096
4	111	4096
4	112	4096
4	113	4096
4	114	4096
4	115	4096
4	116	4096
4	117	4096
4	118	4096
4	119	4096
4	120	4096
4	121	4096
4	122	4096
4	123	4096
4	124	4096
4	125	4096
4	126	4096
4	127	4096
4	128	4096
4	129	4096
4	130	4096
4	131	4096
4	132	4096
4	133	4096
4	134	8192
4	135	4096
4	136	4096
4	137	4096
4	138	4096
4	139	4096
4	140	4096
4	141	4096
4	142	4096
4	143	4096
4	144	4096
4	145	4096
4	146	4096
4	147	4096
4	148	4096
4	149	4096
4	150	4096
4	151	4096
4	152	4096
4	153	4096
4	154	4096
4	155	4096
4	156	8192
4	157	4096
4	158	4096
4	159	4096
4	160	4096
4	161	4096
4	162	4096
4	163	4096
4	164	4096
4	165	4096
4	166	4096
4	167	4096
4	168	4096
4	169	4096
4	170	4096
4	171	4096
4	172	4096
4	173	4096
4	174	4096
4	175	4096
4	176	4096
4	177	4096
4	178	4096
4	179	4096
4	180	8192
4	181	4096
4	182	4096
4	183	4096
4	184	12288
4	185	8192
4	186	4096
4	187	4096
4	188	4096
4	189	4096
4	190	4096
4	191	4096
4	192	4096
4	193	4096
4	194	4096
4	195	4096
4	196	4096
4	197	4096
4	198	4096
4	199	4096
4	200	4096
4	201	4096
4	202	4096
4	203	4096
4	204	4096
4	205	4096
4	206	4096
4	207	4096
4	208	4096
4	209	4096
4	210	4096
4	211	4096
4	212	4096
4	213	4096
4	214	4096
4	215	4096
4	216	4096
4	217	4096
4	218	4096
4	219	4096
4	220	4096
4	221	4096
4	222	4096
4	223	4096
4	224	4096
4	225	4096
4	226	4096
4	227	4096
4	228	4096
4	229	4096
4	230	4096
4	231	4096
4	232	4096
4	233	4096
4	234	4096
4	235	4096
4	236	4096
4	237	8192
4	238	4096
4	239	65536
4	240	65536
4	241	65536
4	242	4096
4	243	4096
4	244	4096
4	245	8192
4	246	4096
4	247	4096
4	248	4096
4	249	4096
4	250	4096
4	251	4096
4	252	4096
4	253	4096
4	254	4096
4	255	4096
4	256	4096
4	257	4096
4	258	4096
4	259	8192
4	260	4096
4	261	8192
4	262	4096
4	263	4096
4	264	4096
4	265	4096
4	266	4096
4	267	8192
4	268	4096
4	269	8192
4	270	4096
4	271	4096
4	272	4096
4	273	4096
4	274	12288
4	275	8192
4	276	4096
4	277	16384
4	278	4096
4	279	4096
4	280	4096
4	281	4096
4	282	12288
4	283	16384
4	284	8192
4	285	8192
4	286	4096
4	287	4096
4	288	8192
4	289	4096
4	63	4096
4	290	4096
4	291	65536
4	292	4096
4	293	4096
4	294	4096
4	295	4096
4	296	4096
4	297	4096
4	298	4096
4	299	65536
4	300	4096
4	301	65536
4	302	65536
4	303	65536
4	304	4096
4	305	4096
4	306	4096
4	307	4096
4	308	4096
4	309	4096
4	310	4096
4	311	4096
4	312	4096
4	313	4096
4	314	4096
4	315	65536
4	316	65536
4	317	4096
4	318	4096
4	319	65536
4	320	4096
4	321	65536
4	322	4096
4	323	4096
4	324	4096
4	325	4096
4	326	4096
4	327	4096
4	328	4096
4	329	4096
4	330	4096
4	331	4096
4	332	4096
4	333	4096
4	334	4096
4	335	4096
4	336	4096
4	337	4096
4	338	4096
4	339	8192
4	340	4096
4	341	4096
4	342	4096
4	343	4096
4	344	8192
4	345	4096
4	346	4096
4	347	4096
4	348	4096
4	349	4096
4	350	4096
4	351	4096
4	352	4096
4	353	4096
4	354	4096
4	355	4096
4	356	4096
4	357	4096
4	358	8192
4	359	4096
4	360	8192
4	361	4096
4	362	4096
4	363	8192
4	364	4096
4	365	8192
4	366	4096
4	367	4096
4	368	8192
4	369	8192
4	370	4096
4	371	8192
4	372	12288
4	373	4096
4	374	4096
4	375	8192
4	376	4096
4	377	4096
4	378	4096
4	379	4096
4	380	8192
4	381	4096
4	382	4096
4	383	8192
4	384	4096
4	385	4096
4	386	4096
4	387	4096
4	388	8192
4	389	4096
4	390	4096
4	391	4096
4	392	4096
4	393	4096
4	394	4096
4	395	4096
4	396	12288
4	397	4096
4	398	4096
4	399	4096
4	400	4096
4	401	8192
4	402	8192
4	403	4096
4	404	4096
4	405	4096
4	406	8192
4	407	8192
4	408	8192
4	409	8192
4	410	4096
4	411	8192
4	412	8192
4	413	4096
4	414	4096
4	415	4096
4	416	4096
4	417	4096
4	418	4096
4	419	4096
4	420	4096
4	421	4096
4	422	4096
4	423	4096
4	424	4096
4	425	4096
4	426	4096
4	427	4096
4	428	4096
4	429	16384
4	430	12288
4	431	4096
4	432	12288
4	433	4096
4	434	12288
4	435	4096
6	436	8192
6	437	4096
7	438	65536
7	439	12288
7	440	4096
7	146	4096
7	441	4096
7	442	65536
7	443	8192
11	444	4096
11	445	4096
11	446	4096
11	447	4096
11	448	4096
11	449	4096
12	450	4096
12	451	65536
12	452	57344
12	453	4096
12	454	4096
12	144	4096
12	455	8192
12	456	4096
12	457	8192
12	458	4096
12	459	20480
14	460	40960
14	461	4096
14	462	20480
14	463	4096
14	464	8192
14	465	4096
14	466	20480
14	467	4096
14	468	20480
14	469	4096
14	470	20480
14	471	4096
14	472	8192
14	473	4096
14	474	20480
14	475	4096
14	476	8192
14	477	12288
14	478	4096
14	479	12288
14	480	4096
14	481	8192
14	481	8192
14	482	8192
14	482	8192
14	483	8192
14	484	8192
14	485	8192
14	485	8192
14	486	8192
14	487	4096
14	488	8192
20	489	94208
20	490	4096
20	487	4096
20	491	8192
20	492	4096
20	493	8192
20	494	4096
20	495	12288
20	496	4096
25	497	65536
25	498	12288
25	499	4096
25	500	12288
25	501	12288
25	502	4096
27	503	8192
27	503	8192
27	504	4096
27	505	45056
27	506	4096
27	507	4096
27	508	4096
27	509	4096
27	510	4096
27	511	20480
27	512	4096
27	513	36864
27	514	4096
29	515	4096
29	516	4096
29	517	4096
29	518	4096
29	519	4096
29	520	4096
29	521	4096
29	522	4096
29	523	8192
29	87	4096
29	89	4096
29	524	4096
29	525	4096
29	97	4096
29	100	4096
29	526	4096
29	527	4096
29	528	4096
29	103	4096
29	529	4096
29	530	90112
29	109	4096
29	531	4096
29	532	4096
29	533	4096
29	534	4096
29	535	4096
29	536	4096
29	537	4096
29	538	4096
29	539	4096
29	540	4096
29	541	4096
29	542	4096
29	543	4096
29	544	4096
